,FIRE_ID,Fire Name,Acres,Date,Fire Type,LATITUDE,LONGITUDE,time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
13596,WA4899811993120150702,NEWBY LAKE,5794.0,2015-07-02,Wildfire,48.975,-119.885,'2015-07-02',1,24.7,9.4,17.7,24.1,8.0,16.5,'2015-07-02T04:58','2015-07-02T21:08',31.36,0.0,0.0,0.0,0.0,7.9,31.7,313,5.89
13597,WA4901711959619940803,UNNAMED,8385.0,1994-08-03,Wildfire,49.017,-119.596,'1994-08-03',53,30.8,20.4,24.6,29.7,19.5,23.9,'1994-08-03T05:32','1994-08-03T20:36',18.75,1.3,1.3,0.0,3.0,12.3,51.5,78,4.29
13598,WV3728508168219871108,WAR,1122.0,1987-11-08,Wildfire,37.285,-81.682,'1987-11-08',2,19.7,7.6,12.5,15.9,4.2,8.9,'1987-11-08T07:57','1987-11-08T18:23',13.09,0.0,0.0,0.0,0.0,13.1,33.8,189,3.06
13599,WV3729408172019871109,SLATE CREEK,1566.0,1987-11-09,Wildfire,37.294,-81.72,'1987-11-09',51,17.1,10.3,12.9,14.9,7.0,11.1,'1987-11-09T07:58','1987-11-09T18:23',5.13,0.2,0.2,0.0,2.0,15.7,37.4,209,1.34
13600,WV3731208177220011101,PUCKETT RIDGE,2291.0,2001-11-01,Wildfire,37.312,-81.772,'2001-11-01',1,20.5,8.2,13.5,17.9,4.7,10.6,'2001-11-01T07:50','2001-11-01T18:30',13.1,0.0,0.0,0.0,0.0,14.3,34.2,171,2.94
13601,WV3731508172520011029,CROCKETT BRANCH,4702.0,2001-10-29,Wildfire,37.315,-81.725,'2001-10-29',0,13.3,-1.8,5.2,10.2,-5.4,2.0,'2001-10-29T07:47','2001-10-29T18:33',15.38,0.0,0.0,0.0,0.0,8.2,19.8,186,2.09
13602,WV3732308145619871106,SOUTH FORK OF TUG RIVER,3490.0,1987-11-06,Wildfire,37.323,-81.456,'1987-11-06',0,8.3,-0.4,3.7,2.8,-5.5,-1.7,'1987-11-06T07:54','1987-11-06T18:24',14.47,0.0,0.0,0.0,0.0,21.4,52.9,307,2.51
13603,WV3732408176419871107,RAYSAL,2658.0,1987-11-07,Wildfire,37.324,-81.764,'1987-11-07',2,17.3,2.7,9.5,13.1,-2.0,5.3,'1987-11-07T07:56','1987-11-07T18:25',11.48,0.0,0.0,0.0,0.0,13.1,34.9,204,2.8
13604,WV3732408179319881104,DRY FORK,914.0,1988-11-04,Wildfire,37.324,-81.793,'1988-11-04',2,20.4,9.7,14.3,17.2,6.6,11.2,'1988-11-04T07:54','1988-11-04T18:27',13.47,0.0,0.0,0.0,0.0,22.0,52.2,163,3.04
13605,WV3734308162620011030,MOUNTAIN FORK,4393.0,2001-10-30,Wildfire,37.343,-81.626,'2001-10-30',1,17.6,2.7,9.2,15.2,-0.2,6.6,'2001-10-30T07:48','2001-10-30T18:32',15.07,0.0,0.0,0.0,0.0,8.5,16.6,92,2.35
13606,WV3738208166920011101,COALWOOD,1586.0,2001-11-01,Wildfire,37.382,-81.669,'2001-11-01',1,20.1,7.4,13.0,17.3,3.9,10.0,'2001-11-01T07:50','2001-11-01T18:29',13.1,0.0,0.0,0.0,0.0,14.3,34.2,171,2.89
13607,WV3739008166919950403,JIM BRANCH,3019.0,1995-04-03,Wildfire,37.39,-81.669,'1995-04-03',2,18.8,2.1,10.0,15.8,-2.2,6.2,'1995-04-03T07:07','1995-04-03T19:52',24.52,0.0,0.0,0.0,0.0,17.8,43.6,202,4.47
13608,WV3739208182219911028,BEARTOWN BRANCH,936.0,1991-10-28,Wildfire,37.392,-81.822,'1991-10-28',53,24.2,13.9,18.0,24.3,13.8,18.1,'1991-10-28T07:46','1991-10-28T18:35',11.28,0.5,0.5,0.0,1.0,15.3,30.6,85,2.25
13609,WV3739308182219871103,BEARTOWN BRANCH,940.0,1987-11-03,Wildfire,37.393,-81.822,'1987-11-03',1,22.4,9.5,15.2,21.0,7.1,13.4,'1987-11-03T07:52','1987-11-03T18:29',13.76,0.0,0.0,0.0,0.0,11.3,21.2,170,2.66
13610,WV3740608169020011031,MEATHOUSE FORK,902.0,2001-10-31,Wildfire,37.406,-81.69,'2001-10-31',0,19.0,6.2,11.2,15.7,2.0,7.4,'2001-10-31T07:49','2001-10-31T18:31',14.77,0.0,0.0,0.0,0.0,14.3,29.2,156,3.21
13611,WV3741508116920011110,CABLE RD.,692.0,2001-11-10,Wildfire,37.415,-81.169,'2001-11-10',0,16.1,1.9,8.1,10.3,-2.5,3.4,'2001-11-10T07:57','2001-11-10T18:19',13.54,0.0,0.0,0.0,0.0,18.6,46.4,247,3.11
13612,WV3741608177919950406,HARMON BRANCH,530.0,1995-04-06,Wildfire,37.416,-81.779,'1995-04-06',1,19.4,1.7,10.4,17.8,-2.4,7.4,'1995-04-06T07:03','1995-04-06T19:55',23.62,0.0,0.0,0.0,0.0,11.1,29.9,203,4.17
13613,WV3741608177920001031,MILE BRANCH,540.0,2000-10-31,Wildfire,37.416,-81.779,'2000-10-31',0,17.3,2.7,9.2,14.2,-0.1,6.4,'2000-10-31T07:50','2000-10-31T18:31',15.12,0.0,0.0,0.0,0.0,8.6,22.3,29,2.44
13614,WV3742608187819871030,WHETSTONE BRANCH,726.0,1987-10-30,Wildfire,37.426,-81.878,'1987-10-30',3,18.7,6.6,11.9,15.5,2.3,8.2,'1987-10-30T07:48','1987-10-30T18:33',12.3,0.0,0.0,0.0,0.0,16.1,41.0,200,2.92
13615,WV3745108189919871105,PANTHER CREEK,695.0,1987-11-05,Wildfire,37.451,-81.899,'1987-11-05',51,13.9,5.4,11.3,12.1,-0.3,7.4,'1987-11-05T07:55','1987-11-05T18:27',12.12,0.2,0.2,0.0,1.0,21.6,52.6,309,2.61
13616,WV3746708156919871108,BROWNS CREEK,1130.0,1987-11-08,Wildfire,37.467,-81.569,'1987-11-08',2,20.3,8.4,13.1,16.6,5.0,9.6,'1987-11-08T07:57','1987-11-08T18:23',12.66,0.0,0.0,0.0,0.0,13.2,34.6,200,3.1
13617,WV3746808162020011113,PETERS BR/LITTLE JENNY BR,965.0,2001-11-13,Wildfire,37.468,-81.62,'2001-11-13',1,15.4,1.9,7.3,11.4,-2.3,3.2,'2001-11-13T08:03','2001-11-13T18:18',13.06,0.0,0.0,0.0,0.0,13.4,29.9,140,2.48
13618,WV3747008175719871105,SNIPE BRANCH,661.0,1987-11-05,Wildfire,37.47,-81.757,'1987-11-05',3,15.1,6.5,12.5,13.7,1.0,8.7,'1987-11-05T07:54','1987-11-05T18:26',12.87,0.0,0.0,0.0,0.0,22.4,54.0,308,2.84
13619,WV3748608192920011112,BEE BRANCH,1258.0,2001-11-12,Wildfire,37.486,-81.929,'2001-11-12',0,13.3,-1.0,5.5,9.6,-4.2,2.0,'2001-11-12T08:03','2001-11-12T18:20',13.21,0.0,0.0,0.0,0.0,10.4,19.1,60,1.97
13620,WV3749108164019871102,DAVY BRANCH,966.0,1987-11-02,Wildfire,37.491,-81.64,'1987-11-02',1,23.6,9.5,15.6,22.7,7.8,14.2,'1987-11-02T07:51','1987-11-02T18:29',13.75,0.0,0.0,0.0,0.0,13.6,26.3,140,2.66
13621,WV3749308189220101024,SHORTPOLE,1152.0,2010-10-24,Wildfire,37.493,-81.892,'2010-10-24',1,22.7,10.7,15.9,20.7,7.0,13.2,'2010-10-24T07:43','2010-10-24T18:40',15.69,0.0,0.0,0.0,0.0,17.3,37.4,189,3.65
13622,WV3749908174119871108,SANDY HUFF BRANCH,4022.0,1987-11-08,Wildfire,37.499,-81.741,'1987-11-08',2,20.0,8.1,12.8,16.2,4.6,9.2,'1987-11-08T07:57','1987-11-08T18:23',13.09,0.0,0.0,0.0,0.0,13.1,33.8,189,3.11
13623,WV3750508182119871103,WAR BRANCH,1146.0,1987-11-03,Wildfire,37.505,-81.821,'1987-11-03',1,23.3,10.8,16.3,22.0,8.5,14.6,'1987-11-03T07:52','1987-11-03T18:28',13.55,0.0,0.0,0.0,0.0,12.2,23.0,168,2.78
13624,WV3750708190020011102,MOHAWK BRANCH,520.0,2001-11-02,Wildfire,37.507,-81.9,'2001-11-02',3,21.0,12.2,15.9,19.5,10.1,14.2,'2001-11-02T07:52','2001-11-02T18:29',8.51,0.0,0.0,0.0,0.0,16.9,43.2,194,2.13
13625,WV3751008187819871106,FOURPOLE CREEK,1216.0,1987-11-06,Wildfire,37.51,-81.878,'1987-11-06',0,10.9,2.1,6.1,6.0,-2.0,1.4,'1987-11-06T07:56','1987-11-06T18:26',14.21,0.0,0.0,0.0,0.0,17.3,40.3,303,2.63
13626,WV3751008191320011029,MOHAWK BRANCH,565.0,2001-10-29,Wildfire,37.51,-81.913,'2001-10-29',0,14.5,-1.0,6.2,11.5,-4.5,3.2,'2001-10-29T07:48','2001-10-29T18:34',15.17,0.0,0.0,0.0,0.0,9.2,17.3,159,2.14
13627,WV3751408176319911105,BUFFALO CREEK,2157.0,1991-11-05,Wildfire,37.514,-81.763,'1991-11-05',1,5.0,-6.2,-1.4,1.6,-10.2,-5.2,'1991-11-05T07:54','1991-11-05T18:26',14.41,0.0,0.0,0.0,0.0,7.2,19.1,0,1.53
13628,WV3751408190720101024,MOHAWK BRANCH,1246.0,2010-10-24,Wildfire,37.514,-81.907,'2010-10-24',1,23.3,11.1,16.4,21.3,7.6,13.8,'2010-10-24T07:43','2010-10-24T18:40',15.41,0.0,0.0,0.0,0.0,16.7,34.6,187,3.69
13629,WV3752008169820091107,RIDGE BETWEEN PAD FORK - LITTLE HUFF,1102.0,2009-11-07,Wildfire,37.52,-81.698,'2009-11-07',1,18.2,2.4,9.3,14.4,-1.6,5.5,'2009-11-07T07:57','2009-11-07T18:23',13.83,0.0,0.0,0.0,0.0,15.6,38.9,191,2.72
13630,WV3752708154219871102,NANCY FORK,3198.0,1987-11-02,Wildfire,37.527,-81.542,'1987-11-02',0,23.8,9.7,15.8,22.8,8.4,14.5,'1987-11-02T07:50','1987-11-02T18:28',13.78,0.0,0.0,0.0,0.0,13.6,25.6,140,2.73
13631,WV3753708187419911103,MUD LICK CREEK,7111.0,1991-11-03,Wildfire,37.537,-81.874,'1991-11-03',3,7.6,0.2,3.4,3.0,-3.6,-0.8,'1991-11-03T07:53','1991-11-03T18:29',13.05,0.0,0.0,0.0,0.0,13.8,41.0,279,1.83
13632,WV3754908159420001031,WOLF PEN,1571.0,2000-10-31,Wildfire,37.549,-81.594,'2000-10-31',0,17.3,3.5,9.6,14.2,0.7,6.8,'2000-10-31T07:49','2000-10-31T18:30',14.99,0.0,0.0,0.0,0.0,7.7,22.3,42,2.44
13633,WV3756808187320011109,WHITE OAK BR.,1878.0,2001-11-09,Wildfire,37.568,-81.873,'2001-11-09',51,13.1,5.2,8.9,10.2,1.9,5.9,'2001-11-09T08:00','2001-11-09T18:22',12.96,0.8,0.8,0.0,3.0,16.6,39.6,335,1.97
13634,WV3758708133220081101,IRIQUOIS,677.0,2008-11-01,Wildfire,37.587,-81.332,'2008-11-01',0,17.9,4.2,10.7,15.7,1.1,8.2,'2008-11-01T07:49','2008-11-01T18:28',14.48,0.0,0.0,0.0,0.0,8.9,27.0,279,2.4
13635,WV3758808189419950409,GILBERT CREEK,793.0,1995-04-09,Wildfire,37.588,-81.894,'1995-04-09',51,24.6,11.9,17.8,22.3,9.0,15.4,'1995-04-09T06:59','1995-04-09T19:58',23.66,0.2,0.2,0.0,1.0,20.7,51.5,208,5.16
13636,WV3760008137219871105,ALLEN JCT.,1918.0,1987-11-05,Wildfire,37.6,-81.372,'1987-11-05',51,14.0,5.0,11.2,12.5,-0.8,7.3,'1987-11-05T07:53','1987-11-05T18:24',12.43,0.3,0.3,0.0,2.0,23.5,56.9,306,2.59
13637,WV3760308184619911028,JUSTICE,1494.0,1991-10-28,Wildfire,37.603,-81.846,'1991-10-28',53,25.0,15.1,18.9,25.6,15.5,19.4,'1991-10-28T07:46','1991-10-28T18:35',11.28,0.5,0.5,0.0,1.0,15.3,30.6,85,2.24
13638,WV3760708202720011106,MATE CREEK,998.0,2001-11-06,Wildfire,37.607,-82.027,'2001-11-06',0,11.7,0.0,5.3,8.1,-3.3,2.1,'2001-11-06T07:57','2001-11-06T18:26',14.21,0.0,0.0,0.0,0.0,8.1,22.7,20,1.88
13639,WV3761108202519941108,BEECH CREEK,1317.0,1994-11-08,Wildfire,37.611,-82.025,'1994-11-08',1,20.4,8.2,12.9,17.5,3.7,9.4,'1994-11-08T07:59','1994-11-08T18:24',13.08,0.0,0.0,0.0,0.0,14.2,31.0,186,3.16
13640,WV3761308210120100403,THACKER,1427.0,2010-04-03,Wildfire,37.613,-82.101,'2010-04-03',2,25.1,13.6,18.7,21.8,12.2,16.2,'2010-04-03T07:09','2010-04-03T19:54',19.36,0.0,0.0,0.0,0.0,27.4,63.4,194,4.73
13641,WV3761708192419911102,GILBERT CREEK,1566.0,1991-11-02,Wildfire,37.617,-81.924,'1991-11-02',55,13.7,4.1,7.4,13.4,0.1,3.7,'1991-11-02T07:52','1991-11-02T18:30',13.62,2.0,2.0,0.0,4.0,17.1,39.6,282,2.13
13642,WV3761908210119991118,MATE CREEK,3720.0,1999-11-18,Wildfire,37.619,-82.101,'1999-11-18',0,13.8,-1.7,4.7,10.0,-6.1,0.6,'1999-11-18T08:10','1999-11-18T18:17',12.48,0.0,0.0,0.0,0.0,12.6,21.2,167,2.06
13643,WV3762308120620011102,WILLEBET,519.0,2001-11-02,Wildfire,37.623,-81.206,'2001-11-02',3,19.7,9.9,14.0,17.3,7.7,12.1,'2001-11-02T07:50','2001-11-02T18:26',9.36,0.0,0.0,0.0,0.0,16.8,43.2,204,1.96
13644,WV3762408201319991115,BEECH CREEK,4916.0,1999-11-15,Wildfire,37.624,-82.013,'1999-11-15',0,8.1,2.8,5.3,3.2,-1.9,0.8,'1999-11-15T08:06','1999-11-15T18:18',12.73,0.0,0.0,0.0,0.0,16.4,42.1,324,2.06
13645,WV3764508173920011111,COAL MTN.,884.0,2001-11-11,Wildfire,37.645,-81.739,'2001-11-11',1,10.2,3.1,6.7,6.5,-0.6,3.1,'2001-11-11T08:01','2001-11-11T18:20',10.7,0.0,0.0,0.0,0.0,13.8,29.9,330,1.72
13646,WV3764608215619941120,FERRELL BRANCH,703.0,1994-11-20,Wildfire,37.646,-82.156,'1994-11-20',3,19.0,7.1,12.4,14.2,3.5,8.0,'1994-11-20T08:12','1994-11-20T18:16',7.37,0.0,0.0,0.0,0.0,24.2,50.4,124,3.06
13647,WV3764608216319991113,MARY TAYLOR MT.,3063.0,1999-11-13,Wildfire,37.646,-82.163,'1999-11-13',1,19.3,7.8,12.5,17.0,5.7,10.4,'1999-11-13T08:05','1999-11-13T18:20',11.67,0.0,0.0,0.0,0.0,13.2,26.3,222,2.09
13648,WV3765008129519911030,MULLENS BRANCH,3059.0,1991-10-30,Wildfire,37.65,-81.295,'1991-10-30',3,20.1,5.3,12.0,16.4,1.7,8.4,'1991-10-30T07:46','1991-10-30T18:30',14.88,0.0,0.0,0.0,0.0,15.3,32.4,112,3.15
13649,WV3765808182519950403,BUM FORK,1324.0,1995-04-03,Wildfire,37.658,-81.825,'1995-04-03',2,19.4,2.1,10.4,16.1,-1.9,6.6,'1995-04-03T07:08','1995-04-03T19:52',24.29,0.0,0.0,0.0,0.0,19.1,47.2,201,4.53
13650,WV3766008212720011031,RED JACKET,2055.0,2001-10-31,Wildfire,37.66,-82.127,'2001-10-31',0,20.4,7.0,12.6,17.2,3.2,8.9,'2001-10-31T07:51','2001-10-31T18:32',14.55,0.0,0.0,0.0,0.0,14.5,29.5,159,3.28
13651,WV3766608190419911026,CANEBRAKE,8152.0,1991-10-26,Wildfire,37.666,-81.904,'1991-10-26',1,25.5,14.6,19.1,24.4,13.7,17.9,'1991-10-26T07:45','1991-10-26T18:37',14.25,0.0,0.0,0.0,0.0,15.2,28.1,160,3.27
13652,WV3767608221619991113,LICK CREEK,2055.0,1999-11-13,Wildfire,37.676,-82.216,'1999-11-13',1,19.5,8.0,12.7,17.3,6.0,10.7,'1999-11-13T08:05','1999-11-13T18:21',11.19,0.0,0.0,0.0,0.0,13.7,25.6,219,2.04
13653,WV3767608222920011023,CINDERELLA,612.0,2001-10-23,Wildfire,37.676,-82.229,'2001-10-23',2,24.4,13.4,17.9,22.6,11.8,16.3,'2001-10-23T07:44','2001-10-23T18:42',12.3,0.0,0.0,0.0,0.0,20.4,49.7,191,3.04
13654,WV3768208189220011013,SAND LICK CREEK,775.0,2001-10-13,Wildfire,37.682,-81.892,'2001-10-13',3,23.7,13.3,17.8,22.0,12.1,16.4,'2001-10-13T07:33','2001-10-13T18:54',13.96,0.0,0.0,0.0,0.0,22.9,49.7,154,3.08
13655,WV3768808171019871104,UPPER STURGEON BRANCH,2822.0,1987-11-04,Wildfire,37.688,-81.71,'1987-11-04',1,21.1,10.4,14.9,18.7,8.0,12.7,'1987-11-04T07:53','1987-11-04T18:27',12.78,0.0,0.0,0.0,0.0,10.5,28.8,220,2.66
13656,WV3770208182819871102,CHRISTAN BRANCH,4830.0,1987-11-02,Wildfire,37.702,-81.828,'1987-11-02',0,22.8,9.3,15.2,21.8,7.7,13.8,'1987-11-02T07:52','1987-11-02T18:29',13.78,0.0,0.0,0.0,0.0,13.6,25.6,140,2.62
13657,WV3770208184619941105,BEAR BRANCH,1771.0,1994-11-05,Wildfire,37.702,-81.846,'1994-11-05',1,21.6,11.9,16.0,20.0,9.6,14.0,'1994-11-05T07:55','1994-11-05T18:26',9.13,0.0,0.0,0.0,0.0,18.3,38.5,168,2.4
13658,WV3770408178319911026,HUFF CREEK,15190.0,1991-10-26,Wildfire,37.704,-81.783,'1991-10-26',1,25.3,14.4,18.9,24.1,13.6,17.6,'1991-10-26T07:44','1991-10-26T18:37',14.29,0.0,0.0,0.0,0.0,15.0,28.8,157,3.27
13659,WV3770708182720151117,BIG SPRING BRANCH,1044.0,2015-11-17,Wildfire,37.701,-81.825,'2015-11-17',3,14.6,6.3,10.4,9.7,3.2,5.7,'2015-11-17T08:08','2015-11-17T18:16',5.95,0.0,0.0,0.0,0.0,24.5,57.2,129,2.58
13660,WV3770808175820011030,ELK CREEK,3983.0,2001-10-30,Wildfire,37.708,-81.758,'2001-10-30',2,16.8,1.6,8.3,14.2,-1.4,5.7,'2001-10-30T07:49','2001-10-30T18:32',14.06,0.0,0.0,0.0,0.0,9.7,16.2,76,2.2
13661,WV3770908228920011101,DANS BRANCH,843.0,2001-11-01,Wildfire,37.709,-82.289,'2001-11-01',2,22.2,10.0,15.2,19.3,6.2,12.2,'2001-11-01T07:53','2001-11-01T18:31',12.11,0.0,0.0,0.0,0.0,17.4,42.5,179,3.25
13662,WV3772408192219941108,RICH CREEK LEFT FORK,2410.0,1994-11-08,Wildfire,37.724,-81.922,'1994-11-08',1,19.6,7.7,12.5,16.6,3.4,8.9,'1994-11-08T07:59','1994-11-08T18:23',13.15,0.0,0.0,0.0,0.0,15.5,31.3,181,3.13
13663,WV3773008206319871103,PINE CREEK,8864.0,1987-11-03,Wildfire,37.73,-82.063,'1987-11-03',1,23.4,11.4,16.5,22.1,8.9,14.7,'1987-11-03T07:54','1987-11-03T18:29',13.55,0.0,0.0,0.0,0.0,12.2,23.0,168,2.88
13664,WV3773108165219871110,HUFF MOUNTAIN,664.0,1987-11-10,Wildfire,37.731,-81.652,'1987-11-10',73,10.5,-2.1,3.4,9.6,-7.5,-0.1,'1987-11-10T07:59','1987-11-10T18:21',1.41,23.5,22.0,1.12,23.0,17.7,49.0,4,0.23
13665,WV3773908231219911103,COLEMAN BRANCH,1377.0,1991-11-03,Wildfire,37.739,-82.312,'1991-11-03',3,6.5,0.1,2.9,1.7,-4.4,-1.4,'1991-11-03T07:55','1991-11-03T18:30',12.96,0.0,0.0,0.0,0.0,14.2,41.0,278,1.82
13666,WV3774308181719871102,DAVIN CREEK,5265.0,1987-11-02,Wildfire,37.743,-81.817,'1987-11-02',1,23.6,9.8,15.8,22.7,8.1,14.5,'1987-11-02T07:52','1987-11-02T18:29',13.59,0.0,0.0,0.0,0.0,14.2,28.4,136,2.59
13667,WV3774508202119950323,OLD HOUSE BRANCH,613.0,1995-03-23,Wildfire,37.745,-82.021,'1995-03-23',61,12.9,5.3,8.0,10.6,1.5,5.3,'1995-03-23T07:25','1995-03-23T19:43',6.25,6.8,6.8,0.0,7.0,13.5,42.8,356,1.3
13668,WV3774808173119871108,BEECH BRANCH,1733.0,1987-11-08,Wildfire,37.748,-81.731,'1987-11-08',2,19.4,8.9,12.6,15.4,4.6,8.9,'1987-11-08T07:58','1987-11-08T18:23',12.66,0.0,0.0,0.0,0.0,13.2,34.6,200,3.09
13669,WV3775608180219991122,BUFFALO CREEK,519.0,1999-11-22,Wildfire,37.756,-81.802,'1999-11-22',2,20.2,11.7,15.0,19.0,10.5,13.7,'1999-11-22T08:13','1999-11-22T18:13',9.2,0.0,0.0,0.0,0.0,16.0,36.0,149,1.66
13670,WV3776808161519911102,ROLLINS BRANCH,14435.0,1991-11-02,Wildfire,37.768,-81.615,'1991-11-02',55,13.3,3.1,6.5,11.8,-1.0,2.7,'1991-11-02T07:51','1991-11-02T18:28',13.65,2.2,2.2,0.0,4.0,15.6,42.1,274,1.99
13671,WV3777108190719941107,PINE BRANCH,1212.0,1994-11-07,Wildfire,37.771,-81.907,'1994-11-07',2,17.1,6.8,11.5,13.9,3.9,8.1,'1994-11-07T07:58','1994-11-07T18:24',13.39,0.0,0.0,0.0,0.0,16.9,34.6,55,2.7
13672,WV3777508212619911029,SIMMONS FORK,4551.0,1991-10-29,Wildfire,37.775,-82.126,'1991-10-29',2,21.8,11.3,15.7,18.0,7.0,11.8,'1991-10-29T07:49','1991-10-29T18:35',14.1,0.0,0.0,0.0,0.0,19.2,43.2,127,3.93
13673,WV3777908227620100403,LENORE,2177.0,2010-04-03,Wildfire,37.779,-82.276,'2010-04-03',2,25.5,14.4,19.3,22.2,13.0,16.9,'2010-04-03T07:09','2010-04-03T19:55',19.35,0.0,0.0,0.0,0.0,28.1,65.2,197,4.92
13674,WV3778108190519871105,HENRY HOLLOW,4040.0,1987-11-05,Wildfire,37.781,-81.905,'1987-11-05',51,13.7,5.0,10.9,12.0,-0.8,6.8,'1987-11-05T07:55','1987-11-05T18:26',12.12,0.3,0.3,0.0,2.0,22.5,54.0,304,2.68
13675,WV3778208186119911026,RIGHT FORK RUM CREEK,3900.0,1991-10-26,Wildfire,37.782,-81.861,'1991-10-26',1,25.0,14.3,18.6,23.7,13.4,17.3,'1991-10-26T07:45','1991-10-26T18:37',14.29,0.0,0.0,0.0,0.0,15.0,28.8,157,3.28
13676,WV3778408093720011108,ABRAHAM,543.0,2001-11-08,Wildfire,37.784,-80.937,'2001-11-08',2,17.4,2.4,9.4,13.3,-0.8,5.9,'2001-11-08T07:55','2001-11-08T18:19',13.51,0.0,0.0,0.0,0.0,13.8,36.7,240,2.5
13677,WV3779708192119941104,CAMP BRANCH,1724.0,1994-11-04,Wildfire,37.797,-81.921,'1994-11-04',1,23.5,11.0,15.8,20.8,7.7,13.1,'1994-11-04T07:55','1994-11-04T18:27',13.62,0.0,0.0,0.0,0.0,13.4,25.6,185,3.24
13678,WV3780208220420051125,RIGHT FORK OF LAUREL,1782.0,2005-11-25,Wildfire,37.802,-82.204,'2005-11-25',0,0.4,-6.7,-3.9,-3.7,-11.9,-8.5,'2005-11-25T08:18','2005-11-25T18:13',11.7,0.0,0.0,0.0,0.0,15.6,37.8,336,1.31
13679,WV3780208221419911028,ROCK HOUSE BRANCH,13056.0,1991-10-28,Wildfire,37.802,-82.214,'1991-10-28',51,24.3,16.0,19.0,24.7,16.6,19.7,'1991-10-28T07:48','1991-10-28T18:36',10.71,0.1,0.1,0.0,1.0,11.8,30.2,48,2.12
13680,WV3780308164519871104,TONEY FORK,3582.0,1987-11-04,Wildfire,37.803,-81.645,'1987-11-04',1,21.5,10.8,15.3,19.3,8.5,13.3,'1987-11-04T07:53','1987-11-04T18:26',12.78,0.0,0.0,0.0,0.0,10.5,28.8,220,2.69
13681,WV3780708171419871115,MADISON,3869.0,1987-11-15,Wildfire,37.807,-81.714,'1987-11-15',1,16.6,1.7,8.3,12.3,-2.4,3.9,'1987-11-15T08:05','1987-11-15T18:17',13.03,0.0,0.0,0.0,0.0,17.2,35.6,128,2.82
13682,WV3781208172019911027,ELSIE CREEK,5771.0,1991-10-27,Wildfire,37.812,-81.72,'1991-10-27',3,22.8,13.7,17.7,22.9,12.9,17.1,'1991-10-27T07:45','1991-10-27T18:35',11.48,0.0,0.0,0.0,0.0,13.4,25.2,123,2.37
13683,WV3781308224520060225,RIGHT FORK OF LAUREL CREEK,966.0,2006-02-25,Wildfire,37.813,-82.245,'2006-02-25',2,14.3,1.5,6.9,9.6,-4.1,1.9,'2006-02-25T08:04','2006-02-25T19:19',11.67,0.0,0.0,0.0,0.0,22.0,51.5,252,2.94
13684,WV3781808186219991114,SLAGLE CREEK,1355.0,1999-11-14,Wildfire,37.818,-81.862,'1999-11-14',1,19.1,8.7,13.4,15.8,4.1,10.2,'1999-11-14T08:05','1999-11-14T18:18',11.4,0.0,0.0,0.0,0.0,22.2,55.4,268,2.65
13685,WV3782508161919871116,ROCK LICK BRANCH,925.0,1987-11-16,Wildfire,37.825,-81.619,'1987-11-16',3,16.5,7.1,10.8,12.6,2.6,6.8,'1987-11-16T08:06','1987-11-16T18:16',10.58,0.0,0.0,0.0,0.0,24.5,58.0,134,2.24
13686,WV3782508173219941111,SWEET FORK,1997.0,1994-11-11,Wildfire,37.825,-81.732,'1994-11-11',0,14.2,0.9,6.7,10.7,-3.2,2.8,'1994-11-11T08:01','1994-11-11T18:20',13.68,0.0,0.0,0.0,0.0,13.2,26.3,92,2.35
13687,WV3782908201520011101,WHITMAN,1436.0,2001-11-01,Wildfire,37.829,-82.015,'2001-11-01',1,20.8,8.8,14.0,17.8,4.8,10.7,'2001-11-01T07:52','2001-11-01T18:30',12.42,0.0,0.0,0.0,0.0,16.1,40.3,178,3.11
13688,WV3783408177320171128,PERRY FORK,587.0,2017-11-28,Wildfire,37.835,-81.774,'2017-11-28',1,15.6,2.6,7.4,11.5,-1.7,3.4,'2017-11-28T08:19','2017-11-28T18:10',11.6,0.0,0.0,0.0,0.0,12.2,27.0,152,2.16
13689,WV3783508151019911101,PEACHTREE,6635.0,1991-11-01,Wildfire,37.835,-81.51,'1991-11-01',53,18.5,7.8,12.6,14.1,4.5,8.7,'1991-11-01T07:50','1991-11-01T18:29',9.33,1.1,1.1,0.0,2.0,20.4,49.3,151,2.8
13690,WV3783708185319941109,CUB BRANCH,1374.0,1994-11-09,Wildfire,37.837,-81.853,'1994-11-09',51,21.4,10.2,14.8,19.7,8.4,13.1,'1994-11-09T08:00','1994-11-09T18:22',6.71,0.4,0.4,0.0,2.0,18.9,45.7,209,1.61
13691,WV3783908150719991119,MARSH FORK,2927.0,1999-11-19,Wildfire,37.839,-81.507,'1999-11-19',0,16.2,1.3,7.8,12.1,-2.3,4.0,'1999-11-19T08:09','1999-11-19T18:13',12.32,0.0,0.0,0.0,0.0,16.4,34.6,161,2.26
13692,WV3783908184519911101,RUM CREEK,3545.0,1991-11-01,Wildfire,37.839,-81.845,'1991-11-01',51,20.3,9.7,14.7,16.3,6.3,10.9,'1991-11-01T07:51','1991-11-01T18:30',8.53,0.9,0.9,0.0,3.0,20.0,54.4,152,3.16
